campaign,click,click_pos,click_nb,cost,time_since_last_click,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,hour,day,pCTR
191,0,-1,-1,1e-05,952166,5,51,27,10,43,0,2305,4,26,0,0,0.22897199770350588
560,0,-1,-1,0.000452368990949,245384,3,35,270,10,36,12,1117,4,8,0,0,0.2710828018977251
191,0,-1,-1,0.000484456149928,349356,4,51,27,16,43,2,2258,9,9,0,0,0.26389424350523216
7,0,-1,-1,1.92824884622e-05,1523046,5,46,820,10,36,18,2599,4,7,0,0,0.5291644958764848
448,0,-1,-1,7.35294117647e-05,-1,0,51,604,10,43,12,4154,4,15,0,0,0.39201734752034934
106,0,-1,-1,1.54550257742e-05,815137,0,51,1217,10,36,8,2851,4,26,0,0,0.2758184359116495
68,0,-1,-1,0.000144843827276,-1,1,13,984,10,0,8,1869,4,15,0,0,0.4814211461623997
210,1,-1,-1,1e-05,-1,0,51,859,10,14,12,1924,4,15,0,0,0.3306017663414958
430,0,-1,-1,2.08357655826e-05,-1,5,6,13,10,0,12,4965,4,15,0,0,0.6280419554451595
518,0,-1,-1,1.47058825721e-05,-1,8,51,719,10,2,12,5278,4,15,0,0,0.3882981531726635
399,1,2,4,0.000652484470913,87356,2,14,14,7,0,2,436,3,17,0,0,0.9958334205654562
92,1,-1,-1,3.88934287954e-05,-1,8,51,1351,10,37,11,5278,4,15,0,0,0.3780415996681351
398,0,-1,-1,0.000176470595247,-1,1,39,245,10,43,12,5261,4,15,0,0,0.4907673758182237
435,1,-1,-1,0.000361730686829,201561,5,14,1058,10,43,20,4724,4,8,0,0,0.3673623784608062
560,0,-1,-1,0.000429741499935,245393,3,35,270,10,36,12,1117,4,8,0,0,0.2710828018977251
358,1,-1,-1,0.000444496344118,-1,0,51,507,10,2,21,691,4,15,0,0,0.47529266191055203
152,0,-1,-1,2.707816003e-05,-1,2,51,299,3,34,14,4957,4,15,0,0,0.21192772788700587
497,0,-1,-1,1e-05,-1,5,51,657,10,2,2,2417,8,15,0,0,0.36927867047836527
627,0,-1,-1,1.02943292174e-05,2378269,2,19,989,10,26,2,370,7,6,0,0,0.17173720384293048
169,1,-1,-1,0.000176470595247,-1,0,47,1348,10,36,12,681,4,15,0,0,0.3282640777820074
24,1,-1,-1,0.00011344403927,1389164,5,51,653,10,36,12,3563,4,7,0,0,0.41534431330452243
101,0,-1,-1,0.000105021480727,187397,5,14,728,10,2,26,2792,4,8,0,0,0.6024368321594413
193,1,-1,-1,0.000109418788377,-1,5,26,477,10,43,12,2056,4,15,0,0,0.3213293243697451
121,1,-1,-1,0.000336945337407,-1,5,11,28,10,36,12,874,4,15,0,0,0.2778231613323178
121,1,-1,-1,0.00134777629546,1,5,11,28,10,36,12,874,4,14,0,0,0.7721465129442721
51,0,-1,-1,2.20588244059e-05,-1,5,51,874,10,36,2,5278,8,15,0,0,0.27734335014790584
196,0,-1,-1,9.2669237007e-05,1887363,2,51,1028,10,45,2,1626,8,7,0,0,0.1105516360131158
483,0,-1,-1,1.94467143978e-05,-1,3,51,950,10,37,23,2418,4,15,0,0,0.17426071467836415
142,0,-1,-1,0.000531705422506,262411,2,51,499,10,36,12,4817,4,8,0,0,0.2635302561401286
518,1,-1,-1,1.66686120279e-05,-1,5,51,719,10,2,2,4055,1,15,0,0,0.3569834330932959
228,1,-1,-1,9.33069584295e-05,891886,0,51,798,10,36,14,86,4,26,0,0,0.25658397653769016
589,0,-1,-1,8.4154830883e-05,3594,3,51,1370,10,36,2,3006,1,10,0,0,0.3970936642368143
475,1,-1,-1,0.000198308685247,-1,2,46,1322,10,0,2,1460,3,15,0,0,0.2513029304697361
93,0,-1,-1,2.50000002629e-05,-1,1,51,1352,10,37,2,2259,5,15,0,0,0.35407803465778437
624,0,-1,-1,0.000140460817253,-1,3,40,943,10,26,24,311,4,15,0,0,0.1553738654518764
118,1,0,3,0.0018567205485,95288,2,20,3,3,41,2,4091,5,17,0,0,0.9958334205654562
518,0,-1,-1,4.28110107095e-05,261137,5,51,719,10,2,2,2938,10,8,0,0,0.27334876435794875
191,1,-1,-1,7.1397219098e-05,648171,5,51,27,10,43,2,4055,9,27,0,0,0.37948402614698135
521,1,-1,-1,0.00235883522766,1410333,4,15,861,10,23,26,5278,4,7,0,0,0.37745352879464245
552,0,-1,-1,7.49471944463e-05,434803,2,14,173,7,36,2,969,3,9,0,0,0.19827525167895466
430,1,-1,-1,1.07761187589e-05,-1,5,6,13,10,0,11,55,4,15,0,0,0.5903969116278996
309,0,-1,-1,1.47058825721e-05,-1,6,51,1349,10,36,5,5278,4,15,0,0,0.2750815493223406
7,1,1,5,0.00157017036799,35230,2,14,880,7,36,2,4041,5,28,0,0,0.9958334205654562
624,0,-1,-1,3.19048217737e-05,693143,2,20,943,7,26,11,3981,4,27,0,0,0.15251153510031637
169,0,-1,-1,0.000868753841956,85771,0,47,446,10,36,8,5098,4,17,0,0,0.4773272900217934
93,0,-1,-1,1.47058825721e-05,-1,6,51,981,10,37,25,5278,4,15,0,0,0.3871250772215181
449,0,-1,-1,5.87269324298e-05,440763,2,40,1182,3,26,12,1520,4,9,0,0,0.12936626814218108
562,0,-1,-1,1.69905406048e-05,1275099,5,39,139,10,43,12,441,4,7,0,0,0.34475646612719996
560,0,-1,-1,0.000429718374761,245416,3,35,270,10,36,12,1117,4,8,0,0,0.2710828018977251
534,0,-1,-1,1.33508827318e-05,-1,0,51,161,10,36,5,2363,4,15,0,0,0.2593703536214529
169,0,-1,-1,5.22283157881e-05,-1,0,47,1348,10,36,20,354,4,15,0,0,0.35036411649112026
554,0,-1,-1,2.50875321721e-05,1350648,5,2,718,10,36,2,354,0,7,0,0,0.3387762409543045
538,0,-1,-1,1e-05,-1,5,51,1171,10,0,12,5278,4,15,0,0,0.4677288210054807
115,1,-1,-1,0.000442275538671,2334990,4,26,1257,10,43,26,700,4,6,0,0,0.34419160878445915
446,1,-1,-1,2.20009312034e-05,-1,5,14,190,10,43,2,4311,7,15,0,0,0.3544389632478175
92,1,-1,-1,0.000147404611309,1430275,0,51,1351,10,37,12,2666,4,7,0,0,0.28920110955502193
589,0,-1,-1,8.12524084406e-05,1297143,4,51,1371,10,36,2,1920,3,7,0,0,0.19767467431909883
331,1,-1,-1,4.30605823503e-05,-1,3,51,1299,10,42,2,5004,5,15,0,0,0.47198698367119213
118,0,-1,-1,5.78971776893e-05,-1,3,20,3,7,41,12,4091,4,15,0,0,0.21765367465164445
151,0,-1,-1,1.7386631054e-05,-1,7,51,518,10,38,12,1271,4,15,0,0,0.3249895301699436
604,1,-1,-1,0.00020115502708,361198,5,51,778,10,36,20,3677,4,9,0,0,0.43349714652102994
138,1,-1,-1,3.03961467647e-05,1086956,5,14,151,10,45,20,5306,4,26,0,0,0.4082782975355884
460,0,-1,-1,1.47058825721e-05,-1,0,51,300,10,36,2,870,2,15,0,0,0.3366238105752371
293,0,-1,-1,5.14705873588e-05,-1,5,51,335,10,36,2,3113,1,15,0,0,0.32749062754500635
564,1,-1,-1,2.1957599449e-05,136862,5,14,175,10,36,2,2148,2,16,0,0,0.39439972729891015
7,0,-1,-1,1.15945993767e-05,1042350,5,46,820,10,36,2,375,0,26,0,0,0.43194727697333407
142,1,-1,-1,0.000279454214477,1978130,5,51,499,10,36,2,4817,4,7,0,0,0.25887482408122203
430,1,-1,-1,2.96755977411e-05,348215,5,6,13,10,0,11,1954,4,9,0,0,0.6927120164700106
7,0,-1,-1,0.000403784674461,1199,3,46,819,10,36,11,375,4,18,0,0,0.4683430732477129
261,0,-1,-1,0.000179411768913,-1,4,51,688,10,2,19,1024,4,15,0,0,0.24617471710849637
196,0,-1,-1,7.05882337163e-05,-1,4,51,1028,7,45,2,3825,7,15,0,0,0.2656637189999096
457,1,-1,-1,0.000188497657102,196994,4,51,383,10,2,21,2985,4,8,0,0,0.3912313744209902
115,1,-1,-1,5.14705873588e-05,-1,5,26,888,10,43,2,5261,1,15,0,0,0.38289178133384644
297,1,-1,-1,0.000134622445878,-1,3,51,612,7,49,12,5278,4,15,0,0,0.2606286063017033
191,1,-1,-1,0.000102941174718,-1,6,51,573,10,43,12,5278,4,15,0,0,0.4269674897290226
435,0,-1,-1,1.0024780298e-05,-1,7,14,1126,10,43,14,4724,4,15,0,0,0.2953819111555805
552,1,-1,-1,0.000670588226879,-1,4,14,1384,10,36,2,4789,6,15,0,0,0.23234342688850404
51,0,-1,-1,0.00010686194107,491,4,51,873,16,36,2,5278,2,23,0,0,0.5338910965819971
311,0,-1,-1,0.000164705883054,-1,1,51,956,10,43,2,1024,4,15,0,0,0.28119001297468105
567,0,-1,-1,0.000200963994133,814140,4,14,855,10,36,2,3737,3,26,0,0,0.22911591149222285
7,0,-1,-1,1e-05,-1,5,46,820,10,36,2,1745,1,15,0,0,0.2898304163763708
446,1,-1,-1,7.36359979911e-05,495537,4,51,190,10,43,12,2100,4,27,0,0,0.2216315710841651
399,0,-1,-1,1e-05,-1,0,14,918,10,0,2,2845,7,15,0,0,0.5426165560461724
398,0,-1,-1,2.0717240507e-05,274356,5,20,140,10,43,2,4613,1,9,0,0,0.39691801924904385
483,0,-1,-1,0.000709520521137,79,5,51,950,10,37,24,1320,4,13,0,0,0.5063572265547406
348,0,-1,-1,1e-05,-1,5,51,11,10,46,14,4952,4,15,0,0,0.3735266991577206
624,0,-1,-1,4.56826783278e-05,-1,3,37,912,3,26,12,3571,4,15,0,0,0.14115707246264952
134,1,-1,-1,0.0104331639062,134,5,35,297,10,36,14,2434,4,12,0,0,0.6725479956238638
348,0,-1,-1,2.94146478297e-05,2065808,3,51,11,10,46,8,4952,4,6,0,0,0.2945132058469143
326,1,-1,-1,0.000281857337809,2207,5,15,505,10,23,11,731,4,19,0,0,0.5161184345224663
567,0,-1,-1,4.55882356447e-05,-1,1,14,672,10,36,2,4232,9,15,0,0,0.29466580253781466
475,0,-1,-1,9.44031424382e-05,-1,3,46,1322,10,0,24,1329,4,15,0,0,0.21210692861352853
352,0,-1,-1,0.000105567872524,-1,0,51,1105,10,28,14,3065,4,15,0,0,0.2868917705613853
34,0,-1,-1,0.000120709634879,-1,0,51,810,10,0,12,76,4,15,0,0,0.545656665451359
327,0,-1,-1,1e-05,-1,0,15,834,10,23,2,4607,10,15,0,0,0.1597745630796924
446,1,-1,-1,9.6706045864e-05,1452,4,14,190,7,43,11,1852,4,18,0,0,0.32002530548986
369,0,-1,-1,1e-05,-1,4,51,1231,7,48,2,5278,10,15,0,0,0.20645615682948198
169,0,-1,-1,0.000294117647059,-1,5,47,1348,10,36,8,354,4,15,0,0,0.29822214355768273
200,0,-1,-1,1.86764711843e-05,-1,1,14,269,10,38,2,561,6,15,0,0,0.5214285378916046
169,0,-1,-1,0.000146603846198,1218931,5,47,446,10,36,12,4736,4,7,0,0,0.3291932501121044
446,0,-1,-1,3.85981184594e-05,-1,1,14,190,10,43,12,1852,4,15,0,0,0.3803082136109876
228,0,-1,-1,8.44141204784e-05,1332509,5,51,1092,10,36,24,3261,4,7,0,0,0.2441822762971693
309,0,-1,-1,0.000393044177224,-1,5,51,1349,10,36,12,4387,4,15,0,0,0.3236654957462569
446,1,-1,-1,0.000173691528685,-1,1,14,190,10,43,12,3953,4,15,0,0,0.36651695025078374
357,0,-1,-1,1.71319121385e-05,-1,1,51,756,10,45,5,2150,4,15,0,0,0.27107854865217257
435,0,-1,-1,0.000172442338046,-1,3,14,1058,10,43,12,188,4,15,0,0,0.2984457465898342
48,1,-1,-1,6.77240314298e-05,1408244,5,51,189,10,36,2,4854,8,7,0,0,0.41260153257578147
521,0,-1,-1,0.000205882349435,-1,0,15,860,10,23,12,4607,4,15,0,0,0.3390668459681952
169,1,-1,-1,1e-05,-1,4,47,1144,10,36,8,3189,4,15,0,0,0.23365210078862522
118,0,-1,-1,1.47058825721e-05,-1,4,20,738,10,41,8,4091,4,15,0,0,0.21916334360519193
7,1,-1,-1,1e-05,474324,5,46,820,10,36,2,4041,7,27,0,0,0.3828232461064575
483,0,-1,-1,1e-05,-1,5,51,1107,10,37,12,1006,4,15,0,0,0.3489905962025655
280,0,-1,-1,8.82352976238e-05,-1,8,21,1025,10,37,12,5278,4,15,0,0,0.394839292846664
514,0,-1,-1,2.34468225645e-05,223852,5,14,1173,10,42,17,3811,4,8,0,0,0.3231101392689223
348,0,-1,-1,2.20609862579e-05,2065823,3,51,11,10,46,8,4952,4,6,0,0,0.2945132058469143
7,1,-1,-1,0.000191030005537,346615,5,46,820,10,36,2,5278,9,9,0,0,0.5062021377368724
460,0,-1,-1,1.47058825721e-05,-1,0,51,300,10,36,2,870,2,15,0,0,0.3366238105752371
260,0,-1,-1,0.000203620305622,472854,2,14,1290,7,43,12,3209,4,27,0,0,0.12224552961416109
480,1,-1,-1,2.08357655826e-05,-1,5,51,144,10,13,12,3692,4,15,0,0,0.3623077094454973
532,1,-1,-1,0.000229843076291,26613,4,51,700,16,43,24,5078,4,28,0,0,0.3525039381826488
326,1,-1,-1,0.000583603743103,200708,4,15,505,10,23,2,4952,8,8,0,0,0.30284847802959863
554,1,-1,-1,0.000833430570715,-1,8,21,1363,10,36,16,5278,4,15,0,0,0.5612056573891293
435,1,-1,-1,0.000473183988383,1470842,5,14,1126,10,43,23,4724,4,7,0,0,0.22356111756452998
606,0,-1,-1,1e-05,424083,5,51,208,10,2,2,2417,10,9,0,0,0.21940491111147353
326,1,-1,-1,0.000547056846394,1,4,15,505,10,23,2,4952,3,14,0,0,0.6854129503347478
95,1,-1,-1,6.1764703954e-05,-1,0,51,1167,10,8,2,4754,7,15,0,0,0.31402505700507494
7,1,-1,-1,0.000190037173384,-1,3,14,880,7,36,2,3380,0,15,0,0,0.24282327495725925
374,1,-1,-1,1e-05,-1,0,51,292,10,0,2,3991,0,15,0,0,0.47687169349894104
518,1,-1,-1,1e-05,-1,4,51,248,10,2,2,2938,1,15,0,0,0.25673643810713265
392,0,-1,-1,0.000128264830393,-1,4,51,35,10,36,11,354,4,15,0,0,0.2158674349910077
582,1,-1,-1,0.000110294135178,-1,5,14,104,10,45,2,1193,9,15,0,0,0.34038599714850415
82,1,-1,-1,0.00015710168025,-1,1,51,1047,10,36,20,1577,4,15,0,0,0.3435567357843955
51,0,-1,-1,4.03002504903e-05,2347198,3,51,827,10,36,11,5278,4,6,0,0,0.2898992643413267
327,1,-1,-1,3.85981184594e-05,-1,0,15,834,10,23,12,4952,4,15,0,0,0.4634297756172863
398,0,-1,-1,2.50000002629e-05,-1,5,37,140,10,43,2,380,3,15,0,0,0.3333019422923149
361,1,-1,-1,0.000181008016379,1124106,0,14,748,10,36,12,2567,4,26,0,0,0.335204970892902
409,0,-1,-1,0.000183823529412,-1,5,51,870,10,36,12,809,4,15,0,0,0.36722434443177554
17,1,-1,-1,0.000129340936919,146,4,51,961,16,2,2,4730,3,12,0,0,0.433167989448265
474,1,-1,-1,8.15372957903e-05,-1,5,51,152,10,36,20,2494,4,15,0,0,0.40010100993403813
348,0,-1,-1,0.000195608451208,349288,5,51,11,10,46,12,4952,4,9,0,0,0.44736483957815293
136,0,-1,-1,0.000166686124662,-1,5,32,1386,10,36,12,3871,4,15,0,0,0.32092488158741883
430,1,-1,-1,1.94467143978e-05,-1,5,6,13,10,0,11,1439,4,15,0,0,0.6124241603797449
321,1,-1,-1,0.000511764708687,-1,3,51,605,10,36,2,724,3,15,0,0,0.19805362383311756
582,0,-1,-1,8.41330119327e-05,95551,4,14,104,16,45,2,1193,5,17,0,0,0.30908494376308326
347,0,-1,-1,1e-05,-1,1,51,603,10,2,2,5278,3,15,0,0,0.4763099492619003
630,0,-1,-1,1.52795608429e-05,-1,3,38,1391,10,26,14,3899,4,15,0,0,0.16657638151626705
128,0,-1,-1,1e-05,2104918,5,51,502,10,37,12,33,4,6,0,0,0.3113963171300682
446,0,-1,-1,4.55457761007e-05,-1,5,14,190,10,43,2,1655,9,15,0,0,0.45944000352187503
521,0,-1,-1,1.47058825721e-05,-1,2,15,861,10,23,12,1867,4,15,0,0,0.1776135040536785
525,0,-1,-1,4.41176488119e-05,-1,4,33,1320,7,23,2,2880,5,15,0,0,0.25724309288139907
377,0,-1,-1,1.38905107537e-05,-1,8,51,20,10,1,20,5278,4,15,0,0,0.36056416734581476
175,0,-1,-1,7.35294117647e-05,-1,0,33,474,10,23,12,731,4,15,0,0,0.3328614373600732
68,1,-1,-1,0.000150488170843,971415,5,13,984,10,0,12,250,4,26,0,0,0.5324428559077719
475,0,-1,-1,0.000181249495711,2255445,5,46,1323,10,0,24,628,4,6,0,0,0.3163759246648401
435,0,-1,-1,1.38905107537e-05,-1,5,14,1059,10,43,23,4724,4,15,0,0,0.23410687646029146
582,0,-1,-1,0.000147058823529,-1,4,14,104,10,45,2,4134,0,15,0,0,0.19101385846439328
138,0,-1,-1,1e-05,-1,0,14,151,10,45,2,4961,10,15,0,0,0.2973138238370052
435,1,-1,-1,0.000465332059299,-1,5,14,1126,10,43,11,2925,4,15,0,0,0.3665404523935087
397,0,-1,-1,3.98224429116e-05,2165010,5,46,600,10,43,11,1452,4,6,0,0,0.284116848561879
503,0,-1,-1,0.00102941176471,-1,2,51,655,10,32,12,1909,4,15,0,0,0.16071944996722815
446,0,-1,-1,1.70124066989e-05,179854,5,51,190,10,43,5,4618,4,8,0,0,0.2895770535183274
260,1,0,3,0.000679250695714,204170,2,14,1290,3,43,11,134,4,8,0,0,0.9958334205654562
193,0,-1,-1,8.71036333196e-05,-1,0,26,477,10,43,11,2995,4,15,0,0,0.36811282050081306
136,0,-1,-1,0.000104178821339,-1,5,32,1386,10,36,12,3871,4,15,0,0,0.32092488158741883
69,0,-1,-1,1.47058825721e-05,-1,0,51,877,10,10,2,2692,10,15,0,0,0.18854057871633662
131,0,-1,-1,0.000127831128895,101717,3,51,512,16,36,2,496,3,16,0,0,0.527140512949045
93,0,-1,-1,2.48947016638e-05,459066,5,51,1352,10,37,2,2259,3,27,0,0,0.2827535267406912
66,1,-1,-1,1e-05,784110,1,51,328,10,43,2,2308,10,26,0,0,0.25814865228867784
118,0,-1,-1,0.000155500976132,86947,2,20,1319,10,41,26,4091,4,17,0,0,0.42909592214502673
562,1,-1,-1,1.62555842122e-05,1275169,5,39,139,10,43,12,441,4,7,0,0,0.34475646612719996
260,0,-1,-1,1.73782503225e-05,560779,4,14,1290,10,43,8,742,4,27,0,0,0.24850377464149442
169,0,-1,-1,1e-05,1384310,5,47,446,10,36,12,1158,4,7,0,0,0.3052212016558175
293,1,0,2,0.00138823537266,-1,4,51,335,10,36,2,3015,2,15,0,0,0.9958334205654562
262,0,-1,-1,0.000351241784245,1643,5,51,737,10,2,12,2812,4,18,0,0,0.56170150359218
446,0,-1,-1,3.8751244165e-05,183942,5,14,190,10,43,25,3212,4,8,0,0,0.3263074239397874
281,0,-1,-1,2.13524940259e-05,-1,0,51,1206,10,36,17,4819,4,15,0,0,0.38301328788625294
623,0,-1,-1,5.38985299713e-05,-1,4,14,1302,7,1,12,2166,4,15,0,0,0.2606081005226215
169,0,-1,-1,2.91305889978e-05,-1,5,14,82,10,36,8,2828,4,15,0,0,0.3129284707188734
196,1,-1,-1,1.76470584291e-05,-1,0,51,1028,10,45,2,1626,8,15,0,0,0.22709104505368174
191,1,-1,-1,0.000148628459257,-1,5,51,573,10,43,2,4006,1,15,0,0,0.31381851241651043
476,0,-1,-1,0.000191369505901,1599331,5,51,7,10,13,2,131,7,7,0,0,0.29144513502739455
162,1,2,3,0.000360838672511,228,4,20,138,10,43,12,2098,4,2,0,0,0.9958334205654562
362,0,-1,-1,5.55620430147e-05,-1,5,51,556,10,46,11,5278,4,15,0,0,0.46046343307076637
32,0,-1,-1,2.17570408301e-05,-1,1,51,994,10,46,2,5043,10,15,0,0,0.29351565152312686
526,0,-1,-1,7.55156046704e-05,105878,5,51,843,10,45,2,2896,8,16,0,0,0.27800413108789984
609,1,-1,-1,0.00153399922697,86608,5,51,414,10,36,2,44,6,17,0,0,0.5662107294520086
361,1,-1,-1,1.87335316749e-05,-1,0,14,748,10,36,12,3220,4,15,0,0,0.38468912751607315
7,0,-1,-1,1.13499232104e-05,1042420,5,46,820,10,36,2,375,0,26,0,0,0.43194727697333407
627,0,-1,-1,0.000194602992324,370585,3,41,1099,7,26,12,4047,4,9,0,0,0.29203972395316097
458,0,-1,-1,0.000136764724465,-1,5,51,705,10,35,2,4305,7,15,0,0,0.3472198960425076
399,0,-1,-1,2.13931147253e-05,868079,5,14,918,10,0,2,2845,8,26,0,0,0.5029943663862341
281,0,-1,-1,0.000152551619446,-1,5,51,201,10,36,24,3311,4,15,0,0,0.2286664621676549
280,1,-1,-1,5.73529390728e-05,-1,5,51,932,10,37,2,3362,2,15,0,0,0.27968261827976176
518,0,-1,-1,3.55430491373e-05,431560,5,51,719,10,2,2,209,4,9,0,0,0.2982714707888804
627,0,-1,-1,0.000194602369827,370587,3,41,1099,7,26,12,4047,4,9,0,0,0.29203972395316097
34,1,14,20,0.000514771313273,20634,5,51,1250,10,0,11,3239,4,0,0,0,0.9958334205654562
79,0,-1,-1,0.000443270504969,26203,2,20,1002,3,36,2,441,1,28,0,0,0.3038978817467072
435,0,-1,-1,0.000193591377522,32085,4,14,1126,7,43,20,188,4,28,0,0,0.21614146738524143
475,0,-1,-1,0.00191998213012,107966,2,46,1322,3,0,24,3791,4,16,0,0,0.3027622119839389
627,0,-1,-1,1e-05,2378378,2,19,989,10,26,2,370,8,6,0,0,0.13288379084754076
196,0,-1,-1,1e-05,-1,5,51,1028,10,45,2,1305,7,15,0,0,0.25762190470254304
399,1,-1,-1,6.72300685854e-05,-1,5,51,14,10,0,20,2845,4,15,0,0,0.648922482992151
475,1,1,2,6.22122460291e-05,17136,5,46,1323,10,0,11,4898,4,0,0,0,0.9958334205654562
260,1,-1,-1,0.000123539854197,2095320,0,14,471,10,43,2,2904,5,6,0,0,0.25337155546616524
497,1,-1,-1,2.53141677096e-05,614372,2,51,657,10,2,2,4969,6,27,0,0,0.4036865575880668
33,1,-1,-1,1e-05,685370,5,51,1267,10,40,2,4163,7,27,0,0,0.3505679546482826
502,1,-1,-1,5.67653653339e-05,189653,2,51,484,10,2,24,2194,4,8,0,0,0.29822423719597263
466,0,-1,-1,1.05269527172e-05,-1,1,51,650,10,12,12,2448,4,15,0,0,0.3570370528299793
317,0,-1,-1,1.47058825721e-05,-1,0,51,149,10,23,12,2991,4,15,0,0,0.3039983079073219
446,0,-1,-1,4.16859677609e-05,-1,5,14,190,10,43,2,4618,1,15,0,0,0.37459649639519976
293,0,-1,-1,0.00022352940896,-1,5,51,335,10,36,2,2494,3,15,0,0,0.3024441887190714
627,0,-1,-1,2.50000002629e-05,-1,4,44,1102,7,26,2,5278,3,15,0,0,0.24776092221830173
225,0,-1,-1,0.000138958004147,1794339,4,9,1265,10,5,11,3735,4,7,0,0,0.23802174049086136
604,0,-1,-1,4.75564388504e-05,316326,5,51,778,10,36,2,3677,10,9,0,0,0.18240617822216487
213,0,-1,-1,2.08364484898e-05,2284887,5,51,544,10,36,11,5278,4,6,0,0,0.36633246268997083
129,0,-1,-1,6.11182433718e-05,-1,4,14,106,10,36,14,3471,4,15,0,0,0.20324039150310688
156,0,-1,-1,1.46241792861e-05,-1,8,21,209,10,41,12,5278,4,15,0,0,0.38253192108939915
541,1,-1,-1,0.000720862219331,50835,0,51,1347,10,2,2,5278,6,29,0,0,0.6767241682282158
64,0,-1,-1,4.56696617253e-05,-1,4,51,467,7,14,15,5045,4,15,0,0,0.2228458293122384
520,0,-1,-1,3.60902443345e-05,867142,2,46,32,7,43,10,4952,4,26,0,0,0.1598023699487724
42,0,-1,-1,8.54263490369e-05,485424,0,14,1304,10,46,24,3470,4,27,0,0,0.27420867855404607
326,1,-1,-1,0.0106273391193,52,4,15,505,10,23,2,4952,1,20,0,0,0.6244239351179462
482,0,-1,-1,5.75297895197e-05,924528,4,51,1077,10,36,2,4894,0,26,0,0,0.3964042826453638
69,0,-1,-1,1.47058825721e-05,-1,0,51,877,10,10,2,2692,10,15,0,0,0.18854057871633662
399,0,-1,-1,1e-05,-1,0,14,918,10,0,2,2845,3,15,0,0,0.5242821364115979
326,1,-1,-1,0.00115881920066,1,4,15,505,10,23,2,4952,8,14,0,0,0.6557958345506012
252,0,-1,-1,0.000428957682544,21689,5,51,664,10,11,12,1257,4,0,0,0,0.6214652519784896
435,0,-1,-1,1.91176463576e-05,-1,5,14,1059,10,43,2,4724,5,15,0,0,0.4065265857056772
118,0,-1,-1,0.000133823533269,-1,2,20,3,10,41,19,4091,4,15,0,0,0.241629996868982
222,0,-1,-1,1.38905107537e-05,-1,2,51,939,10,11,12,4793,4,15,0,0,0.1830638303232566
39,1,15,19,0.00046902640662,33033,3,51,72,7,12,12,1709,4,28,0,0,0.9958334205654562
521,0,-1,-1,0.000125958235825,-1,0,15,860,10,23,12,5278,4,15,0,0,0.4620863629332975
191,0,-1,-1,1.66231508662e-05,544910,0,51,27,10,43,0,550,4,27,0,0,0.28208154114913964
387,1,-1,-1,8.48875744812e-05,92812,5,51,538,10,36,2,1974,2,17,0,0,0.44830798326238036
115,0,-1,-1,1e-05,-1,5,26,888,10,43,2,3941,2,15,0,0,0.27699643878119073
196,0,-1,-1,2.64705892872e-05,-1,0,51,1028,10,45,2,1626,3,15,0,0,0.31709594156780596
169,0,-1,-1,2.94047074498e-05,64,4,47,1144,10,36,8,3189,4,13,0,0,0.5721178050306088
435,0,-1,-1,0.000817082774455,125080,5,14,1058,10,43,11,188,4,16,0,0,0.41613137469516936
519,0,-1,-1,4.86167827074e-05,-1,8,21,636,10,37,11,5278,4,15,0,0,0.39962487893661547
452,0,-1,-1,0.000797058834749,-1,4,14,145,7,43,2,3990,0,15,0,0,0.229208178600808
293,0,-1,-1,0.000194117654772,-1,4,51,335,10,36,2,2121,0,15,0,0,0.21268891972193332
623,0,-1,-1,0.00015735294889,-1,3,14,1302,10,1,2,2182,7,15,0,0,0.20575047138840918
475,0,-1,-1,4.13370019504e-05,317,2,46,1322,7,0,2,3791,7,3,0,0,0.3876626677554218
435,0,-1,-1,1.35886664998e-05,225808,3,14,1058,10,43,2,5298,7,8,0,0,0.34556545996784666
169,0,-1,-1,0.000176470595247,-1,4,47,442,10,36,2,3005,2,15,0,0,0.2148009343891674
538,0,-1,-1,1e-05,-1,8,21,1171,10,0,12,5278,4,15,0,0,0.4470887344706623
624,0,-1,-1,1e-05,-1,4,38,947,10,26,2,5278,4,15,0,0,0.26215347442741976
80,0,-1,-1,0.000163520570466,214078,5,51,251,10,36,21,2858,4,8,0,0,0.4043856296903749
42,0,-1,-1,0.000282352934865,-1,1,14,370,10,46,2,3507,5,15,0,0,0.36165938693683447
7,0,-1,-1,8.61811850739e-05,1258062,3,46,819,10,36,2,409,0,7,0,0,0.26153129764360183
222,0,-1,-1,1.00602242438e-05,-1,0,14,938,10,11,2,4973,7,15,0,0,0.2999641464714518
217,1,-1,-1,7.75754627059e-05,-1,5,14,1336,10,36,12,3940,4,15,0,0,0.304654434390873
511,0,-1,-1,1e-05,-1,7,51,1089,10,36,2,2230,7,15,0,0,0.2696788190017312
118,1,-1,-1,0.000229011034429,388558,2,20,3,10,41,20,4091,4,9,0,0,0.3991432820983631
582,1,-1,-1,7.39556200365e-05,-1,5,51,104,10,45,24,1193,4,15,0,0,0.22549685545389192
475,1,0,3,4.31105845115e-05,-1,2,46,1322,10,0,2,3791,8,15,0,0,0.9958334205654562
630,0,-1,-1,0.00023586085614,-1,4,45,249,7,26,20,1458,4,15,0,0,0.24401298359273232
191,1,-1,-1,0.0036880087439,4886,3,51,27,3,43,2,2882,9,10,0,0,0.45853200195033955
181,1,-1,-1,4.59267514698e-05,636243,1,51,30,10,38,24,2170,4,27,0,0,0.2192747431762007
